level_0,index,Chunk,Tag,sentence_id,Spans
9814,17757,Công an nhưn dưn anh hùng ghê,0.0,7943,[]
9815,17759,Lúc đó tôi tưởng thế là ngầu,0.0,7944,[]
9816,17761,Nhìn chị sang ghê 💐💞💞💞😍,0.0,7945,[]
9817,17763,Đm thiên tai cũng đổ do cộng sản =))),1.0,7946,"[[0, 1]]"
9818,17765,Nay bú hơi nhiều,1.0,7947,"[[4, 5]]"
9819,17767,Ad nó táp mà tưởng chó táp cức ko.,1.0,7948,"[[3, 4], [6, 8], [19, 29]]"
9820,17769,Oc cho,1.0,7949,"[[0, 5]]"
9821,17771,Bơm chủ nghĩa dân tộc như bơm ma tuý.,1.0,7950,"[[0, 2], [26, 35]]"
9822,17772,"Càng ngày càng nhiều, ngày càng trầm trọng.",1.0,7950,"[[32, 41]]"
9823,17774,Tranh cho va bong sa ban gai cung kg gai trai chan ra trai hahahA,0.0,7951,[]
9824,17776,@Phú Đại GMTV tao nhắc đấy thì sao tml,1.0,7952,"[[14, 16], [35, 37]]"
9825,17778,Anh này có kết quả âm tính từ tối qua r nha,0.0,7953,[]
9826,17780,Phản dame cực gắt -)),0.0,7954,[]
9827,17782,Thuyết phục vcl =)))),1.0,7955,"[[12, 14]]"
9828,17784,Khổ thân bác .,0.0,7956,[]
9829,17786,chị hiếu thiệt tình mà gặp bạn vậy,0.0,7957,[]
9830,17788,sena cũng có có tuổi nhưng tiuooir lôn,1.0,7958,"[[35, 37]]"
9831,17790,Trinh Te ơ chả đúng.,0.0,7959,[]
9832,17791,ngta hứa thế nào thực hiện đúng thế thôi 🤣,0.0,7959,[]
9833,17793,Thanh Trẻ Trâu đm :)))),1.0,7960,"[[6, 16]]"
9834,17795,Lâm chí khanh nói chuyện nge mắt mệt,0.0,7961,[]
9835,17797,Tao lao,1.0,7962,"[[0, 6]]"
9836,17799,rất tiếc là không đủ số phiếu để luận tội bà carie LAM.,0.0,7963,[]
9837,17801,con mèo hay nhậu nhẹt cũng dc mời ăn cơm kìa,0.0,7964,[]
9838,17803,Vlòn.,1.0,7965,"[[0, 3]]"
9839,17805,nha tien tri tran dan co don duoc khi nao minh bi nhiem corona hay khong,0.0,7966,[]
9840,17807,Lê Thương hợp lý ahhaaha,0.0,7967,[]
9841,17809,Chị nói chuyện chân thành mà,0.0,7968,[]
9842,17811,Trung sơ mi trắng có làm chị em lo lắng :v,0.0,7969,[]
9843,17813,Sao tui khoái cô này noi chuyện ghê 😍😍 tối ngày mở lên coi cô chửi hoài 😅,0.0,7970,[]
9844,17815,Ả Ả Ả.,0.0,7971,[]
9845,17817,Đặng Công Vinh loại mày có cặc tiền mà mua loại xin,1.0,7972,"[[15, 22], [27, 29]]"
9846,17819,Game mới à,0.0,7973,[]
9847,17821,"Nhìn sói mad mình ghen tị luôn á :3 mình ước gì hồi bé có cả bố và mẹ ngồi cùng 1 mâm cơm, h cũng ước v mà chắc chẳng bao h được quá",0.0,7974,[]
9848,17823,Xàm quá có tiền mới tới đó được chứ làm ko,1.0,7975,"[[0, 2]]"
9849,17825,Chưa được một lần xem phim trong rạp,0.0,7976,[]
9850,17827,Khóc cc.,1.0,7977,"[[5, 6]]"
9851,17828,Nước mắt cá sấu.,1.0,7977,"[[0, 14]]"
9852,17829,Đồ giả mà toàn chốt đơn r quăng.,0.0,7977,[]
9853,17830,Ngoài giới chỉ thấy mày dơ xạo lồn thôi haha,1.0,7977,"[[20, 22], [24, 25], [27, 33]]"
9854,17832,Được anh ơi :)),0.0,7978,[]
9855,17834,Ngu cmm.,1.0,7979,"[[0, 6]]"
9856,17836,"Đường sắt Cát Linh- Hà Đông cũng vậy,dân cũng đóng thuế để nuôi cẩu quan và Tàu+!",1.0,7980,"[[59, 62], [64, 71], [76, 79]]"
9857,17838,Anh bao ve di dc thi minh cung di dc tru phi ong can bo ay ko fai la nguoi .,1.0,7981,"[[45, 73]]"
9858,17839,"lot giay , xan quan ma loi wa thi se dep long dan do",0.0,7981,[]
9859,17841,:)) có ai đọc bài chưa nhễ,0.0,7982,[]
9860,17843,Châu la gi cua chi vay,0.0,7983,[]
9861,17845,Súc vật ?,1.0,7984,"[[0, 6]]"
9862,17847,ở mỹ ns cái lồn gì k đc,1.0,7985,"[[5, 22]]"
9863,17849,K đc nhận lì xì 😢,0.0,7986,[]
9864,17851,abe ochco =))),1.0,7987,"[[4, 8]]"
9865,17853,Nhìn thấy sợ mẹ rồi ăn cc j nữa,1.0,7988,"[[13, 14], [23, 24]]"
9866,17855,Tắt cái bảo vệ ban đêm đi dkmm,1.0,7989,"[[26, 29]]"
9867,17857,"Có vừa đâu mà khóc lóc, nước mắt giả tạo như nước hoa vậy đó",1.0,7990,"[[14, 21], [33, 39]]"
9868,17859,"biết bao xương máu của con dân Việt Nam đã đổ xuống nhuộm đỏ mảnh đất này mới có được ngày hôm nay, vì lòng tham không đáy mà bọn chó cộng sản tiếp tay cho trung cộng tàn phá đất nước, rồi sau này con cháu sẽ đào mã chôn xác bọn mày cùng tổ tiên nhà bọn mày lên rủa, bọn mày có chết cũng không được yên đâu,",1.0,7991,"[[126, 132], [156, 165], [167, 173], [209, 223], [225, 231], [238, 256], [262, 264], [267, 273], [278, 281]]"
9869,17861,tôi thấy bác viết bài nói cũng đúng!,0.0,7992,[]
9870,17863,Cả họ con này bị ma ám,1.0,7993,"[[0, 21]]"
9871,17865,"Ở cái tuổi chênh vênh gần bước vào đời này, chả biết nên đi theo con đường nào, tìm công việc như nào vv.",0.0,7994,[]
9872,17866,Chưa hề có suy nghĩ xác thực.,0.0,7994,[]
9873,17867,"Có lẽ sống cho gia đình thôi, đam mê gác hẳn sang bên 🤦‍♀️",0.0,7994,[]
9874,17869,Ngo BoiNgoc giống bên Úc lợn.,1.0,7995,"[[25, 27]]"
9875,17870,Tự cách ly nên mới có chuyện dương tính vẫn đi siêu thị shopping.,0.0,7995,[]
9876,17871,Đang chờ kqua xét nghiệm vẫn đi hoà nhạc 🤣 vl dân chủ.,1.0,7995,"[[43, 44]]"
9877,17872,Nghĩ nó chán,0.0,7995,[]
9878,17874,Mở mồm ra chửi Bắc kỳ rồi lại bị mấy anh Bắc tìm thôi,1.0,7996,"[[3, 5], [15, 20]]"
9879,17876,abe làm hết mà 🤗,0.0,7997,[]
9880,17878,Đôi này trên sốp pe bán trăm rưỡi :)),0.0,7998,[]
9881,17880,Tâm bất biến giữa dòng đời vạn biến ở hang 3ron :DD,0.0,7999,[]
9882,17882,:((((,0.0,8000,[]
9883,17884,Hoàng Đình Dũng đi xa chỗ này ra,0.0,8001,[]
9884,17886,Quả tóc huyền thoại anh ơiiii,0.0,8002,[]
9885,17888,🌱❤️💕🌲🇻🇳🌍: Trần Dần.,0.0,8003,[]
9886,17890,Huỳnh Vicky vui màaa,0.0,8004,[]
9887,17892,Lại nghĩ cảnh tập trận chống bạo động đại hội Đảng.,0.0,8005,[]
9888,17893,"Cứ tập trận như đúng rồi, sợ dân ta đến biểu tình nên phải làm vậy đây mà",1.0,8005,"[[0, 72]]"
9889,17895,Okey anh,0.0,8006,[]
9890,17897,Nhanh vl các ông:)),1.0,8007,"[[6, 7]]"
9891,17899,"Khổ ghê, đã bảo là không xem Dần nữa rồi.",0.0,8008,[]
9892,17900,Zị mà tấc nhiên là thấy cái mặt lại là tấc nhiên xem.,0.0,8008,[]
9893,17902,Anh xin lỗi tùng đi.,0.0,8009,[]
9894,17903,Sữa cho tùng tháng này thế nào?,0.0,8009,[]
9895,17905,Kien Ne dự án tốt thật =))),0.0,8010,[]
9896,17907,April's Foollllll 🙈,0.0,8011,[]
9897,17909,Qua Đông Lào du lịch mà làm kiểu này nó đấm cho vỡ mồm :)),1.0,8012,"[[37, 38], [40, 42], [48, 53]]"
9898,17911,Hồ Thị Trúc Phương uak.khoảnh khắc huyền thoại ra đời 🤣🤣,0.0,8013,[]
9899,17913,Khon nan lu tham nhung,1.0,8014,"[[0, 7], [9, 21]]"
9900,17915,Co ba oi co ba dep qa,0.0,8015,[]
9901,17917,Méo biết hát cái h,1.0,8016,"[[0, 2]]"
9902,17919,Chuc cô van su nhu y,0.0,8017,[]
9903,17921,Trung nút vàng bá dơ,1.0,8018,"[[15, 19]]"
9904,17923,Nghe có vẻ đáng yêu nhunge lại raats dễ thương,0.0,8019,[]
9905,17925,MONG MNG GIÚP ĐỠ,0.0,8020,[]
9906,17927,Thu Hít trẻ trâu,1.0,8021,"[[8, 15]]"
9907,17929,Diệp Đình Huy chắc bạn không hiểu từ đấy,0.0,8022,[]
9908,17931,"Anh Hồng Nhung thế mình nói vô lí ở where ?, thắc mắc thôi có được k ?",0.0,8023,[]
9909,17933,"Quả nhiêng là cao thủ độ nhức thiêng hạ,tại hạ xưn bái phục,bái phục.!.,mong đại ca không chớt,không chớt.,qua mùa dịch,mong được tái ngộ,tái ngộ.",0.0,8024,[]
9910,17935,Nhìn mặt hãm vãi,1.0,8025,"[[9, 11]]"
9911,17937,Thanh Tuyền ko khác nhau mấy.,0.0,8026,[]
9912,17938,:),0.0,8026,[]
9913,17940,Lắm tiền mà chả có nổi ý thức của loài người :)),1.0,8027,"[[12, 28]]"
9914,17942,Lol con điên,1.0,8028,"[[0, 2], [4, 11]]"
9915,17944,"Tại sao có nhiều người, không phải chê mà là chửi :",0.0,8029,[]
9916,17946,Ha Truong quần què j v @@,1.0,8030,"[[10, 17]]"
9917,17948,Mới nhìn thầy thay đồ mà giờ nằm một cục rồi,0.0,8031,[]
9918,17950,Việt Nam cố gắng lên tất cả cùng chung sức thì dịch bệnh gì cũng sẽ vượt qua để cho bọn Hàn Quốc ngu ngục sướng mà không biết điều phải hối hận khi xem thường Việt Nam 💪💪💪🇲🇦🇲🇦🇲🇦,1.0,8032,"[[84, 86], [97, 104], [115, 129], [148, 157]]"
9919,17952,BenBen Duong cuỳ,0.0,8033,[]
9920,17954,ủa cô là gì của Châu ạ ?,0.0,8034,[]
9921,17956,Admin ban bỏ những thằng câu like chúc năm mới giúp với.,1.0,8035,"[[19, 23]]"
9922,17957,Dị ứng bọn này vl,1.0,8035,"[[7, 9], [15, 16]]"
9923,17959,Vãi thị lồn,1.0,8036,"[[0, 10]]"
9924,17961,hitman :))),0.0,8037,[]
9925,17963,Chao chi 3 vang Ngọc,0.0,8038,[]
9926,17965,Mạng nguoi rẻ bèo,1.0,8039,"[[0, 16]]"
9927,17967,"những cái thuộc về văn hoá thì ko thuộc quốc tịch nào cả, con người lựa chọn cái hay cái đẹp làm khuôn mẫu để theo, và bài trừ cái ác, cái xâu",0.0,8040,[]
9928,17969,Tình hình là chưa được lên fan cứng anh ạ,0.0,8041,[]
9929,17971,20/10 em tăng abe một bó nhan nhé!,1.0,8042,"[[22, 28]]"
9930,17973,Cuối cùng anh đã trở lại.,0.0,8043,[]
9931,17974,Em tưởng anh biến mất luôn cho em mừng 🙂 thiệt là tình( nội dung mang tính giải trí.,0.0,8043,[]
9932,17975,Ko có ý anti hay ghét ai),0.0,8043,[]
9933,17977,dm ông can!,1.0,8044,"[[0, 1]]"
9934,17979,Vải lông gì tỷ nổ lằn nổ lốn dell ai quan tâm,1.0,8045,"[[0, 7], [15, 27], [29, 32]]"
9935,17981,Triệu Kim Nhung trầm cảm🤦🏻‍♀️,0.0,8046,[]
9936,17983,Bắt mối các cô cho QNT đi :))),0.0,8047,[]
9937,17985,năm nay đông lào chắc vào tận chung kết quơn-cấp mới mong đủ liều mocphin cho lũ cừu cáo ngơ !,1.0,8048,"[[78, 91]]"
9938,17987,Đã dislike mv của Jack để ủng hộ Cây Ây Ti Em,0.0,8049,[]
9939,17989,Vì nó là người nước ngoài nên phải qua đại sứ quán,0.0,8050,[]
9940,17991,Xong nó bán nước ta cho trung quốc rồi!,1.0,8051,"[[5, 6], [8, 15]]"
9941,17993,- Ông hùng với bà Tư nha câu chuyện đã được giải đáp lâu nay ở phít 13:20 haha cười đau bụng,0.0,8052,[]
9942,17995,Tôi Thích Chú P.,0.0,8053,[]
9943,17996,Anh giúp đỡ cho nhiều người ngèo.,0.0,8053,[]
9944,17997,Còn DMCS.,1.0,8053,"[[4, 7]]"
9945,17998,Đéo làm được con cặc gì hết toàn là làm mầu thôi,1.0,8053,"[[0, 22], [36, 42]]"
9946,18000,Hoàng Sa,0.0,8054,[]
9947,18002,Nhà con Nhung đầu heo rất giàu hãy bắt phạt nó bồi thường thiệt hại.ko để yên dc đâu,1.0,8055,"[[4, 20], [44, 45]]"
9948,18004,Cực kì thuyết phục ❤,0.0,8056,[]
9949,18006,Yêu cl gì?,1.0,8057,"[[4, 5]]"
9950,18007,Nhà bao việc,0.0,8057,[]
9951,18009,This is Việt Nam !,0.0,8058,[]
9952,18011,Nếu ông này đem thử nghiệm rồi chết vì tai nạn.,1.0,8059,"[[31, 34]]"
9953,18012,"Thằng chó ad lại bảo: Cơ quan nhà nước ko quản lí, theo dõi để người dân chết vì phát minh của mình.",1.0,8059,"[[0, 8], [73, 76]]"
9954,18013,Ex,0.0,8059,[]
9955,18015,Cái này tao đéo đồng ý,1.0,8060,"[[8, 10], [12, 14]]"
9956,18017,Để bạn em đánh hộ thầy,0.0,8061,[]
9957,18019,Mỹ Linh Đỗ,0.0,8062,[]
9958,18021,Lê Văn Đạt 😭😭 cô giáo tự ở nhà luôn ko dám ra ngoài cửa nhà nửa bc,0.0,8063,[]
9959,18023,Bạn đó đang nói móc con cháu thằng hồ nói miền Nam VN lúc trc đó sao có nhiều người ngây thơ ghê.,1.0,8064,"[[12, 18], [29, 33], [84, 91]]"
9960,18025,Thịnh Hồ buồn,0.0,8065,[]
9961,18027,Võ Thành Toàn màn solo nhanh nhất,0.0,8066,[]
9962,18029,Cũng biết tụi nó ngu nhưng mà -_- quá ngu,1.0,8067,"[[10, 15], [17, 19], [38, 40]]"
9963,18031,BaLight Liên Minh susan hay hơn 😂,0.0,8068,[]
9964,18033,Phương Tú ai biết người nghe đâu mà mấy bài đấy vẫn hit😀,0.0,8069,[]
9965,18035,Có tiền đâu mà sửa soạn chị,0.0,8070,[]
9966,18037,ạc đó dính ạc lq vip vãi lồn ra,1.0,8071,"[[21, 27]]"
9967,18039,Sống chậm thui các bro =)),0.0,8072,[]
9968,18041,Chất của lóoo,0.0,8073,[]
9969,18043,Mấy cái người mà kỳ thị lgbt thì quá là lạc hậu.,1.0,8074,"[[0, 6], [17, 22], [40, 46]]"
9970,18044,Chết 1000000000000000000000 kiếp cũng chưa hết mù nữa,1.0,8074,"[[0, 3], [47, 48]]"
9971,18046,Ôi thầy tôi:((,0.0,8075,[]
9972,18048,Nghe mắc cười ghê 😂😂😂,0.0,8076,[]
9973,18050,thế cơ á 😂,0.0,8077,[]
9974,18052,Em sẽ sub cho abe kênh mới yên tâm nha abe :>,0.0,8078,[]
9975,18054,Không hay thực sự,0.0,8079,[]
9976,18056,Co ba noi chuyen hay qua,0.0,8080,[]
9977,18058,mai tao xin đi làm dân quân xong t đi tìm ra mày giết mày ad ạ đồ phản động :v dlv dạo này hoạt động ghê lm,1.0,8081,"[[4, 6], [33, 33], [45, 47], [49, 52], [54, 56], [66, 74]]"
9978,18060,thấm vãi l*n :'<,1.0,8082,"[[9, 11]]"
9979,18062,Bỏ qua lạm phát mất giá của VND à ?,0.0,8083,[]
9980,18064,cho đi cách ly 14 năm cho nhớ .sống thua cả con vàng,1.0,8084,"[[31, 51]]"
9981,18066,nhà thầy đâu tết ghé coi\.,0.0,8085,[]
9982,18068,How to nói đểu vợ :)),0.0,8086,[]
9983,18070,Đúng r.,0.0,8087,[]
9984,18071,Cho phép c.nó thì c.nó ms xả thải và mạnh mồm như thế chứ.,1.0,8087,"[[9, 12], [18, 21], [26, 32], [37, 44]]"
9985,18072,Lũ chó chết cs,1.0,8087,"[[0, 10]]"
9986,18074,Nhìn bản mặt Thành Long nhầm tưởng nhân hậu nhưng bản chất vô hậu,1.0,8088,"[[59, 64]]"
9987,18076,Luật do bọn tham nhũng soạn ra thì đương nhiên là luật phải bảo vệ bọn chúng rồi,1.0,8089,"[[8, 21], [67, 75]]"
9988,18078,"Huỳnh Hoà ông Quang phông bạt vào đây tán con Thốn mặt lằm rõ ràng kìa bạn, giờ sao?",1.0,8090,"[[38, 40], [46, 57]]"
9989,18079,Chơi hay nghỉ?,0.0,8090,[]
9990,18080,Ks thế lồn nào lại dc với ca sĩ đây :'(,1.0,8090,"[[7, 9]]"
9991,18082,Em cầm cái này phang vào sự chu đáo của anh Ba =))),1.0,8091,"[[15, 19]]"
9992,18084,Trần Tân Kiệt khịa atm nữa 😌,0.0,8092,[]
9993,18086,"Chán đến nỗi ct đéo cần lý do, đéo đau khổ và đéo rơi giọt nước mắt nào.",1.0,8093,"[[16, 18], [31, 33], [46, 48]]"
9994,18087,Có 1 kiểu ct gọi là hp vãi loz.,1.0,8093,"[[23, 29]]"
9995,18089,Thì ms gọi là Linh cá lóc,0.0,8094,[]
9996,18091,Nguyễn Đăng Dự nhục mặt fan Mu bạn ơi,1.0,8095,"[[15, 22]]"
9997,18093,Chào em !,0.0,8096,[]
9998,18094,Hôm nay em đẹp lắm luôn .,0.0,8096,[]
9999,18095,Bọn chị ủng hộ em !,0.0,8096,[]
10000,18096,Em hãy dùng văn hoá chửi - Chửi đau chửi đớn con chó Linh em nhé .,1.0,8096,"[[20, 23], [27, 43], [45, 51]]"
10001,18097,Chào em .,0.0,8096,[]
10002,18099,Đm.,1.0,8097,"[[0, 1]]"
10003,18100,Rửa tiền phong cách COCC,1.0,8097,"[[0, 23]]"
10004,18102,"Lê Tuấn Nào nào, Đừng khịa k98 của em chứ anh =))))",0.0,8098,[]
10005,18104,Nhớ tất cả ace cộng đồng mạng giúp e vs ạ nhất là ae thanh hoá ạ,0.0,8099,[]
10006,18106,Sao anh bảo là người ta viết điêu cho anh.,0.0,8100,[]
10007,18107,Đó là hiểu hiện của sự lươn lẹo dồi,1.0,8100,"[[23, 30]]"
10008,18109,Bộ hạ,0.0,8101,[]
10009,18111,Con khô wa ma ơi cho con chen cơm,0.0,8102,[]
10010,18113,":)))) sao anh đếch ở nước ngoài luôn đi về đây làm gì để bị ""đối xử "" như thế.",1.0,8103,"[[14, 17]]"
10011,18114,Câm mẹ mồm ông vào.,1.0,8103,"[[0, 9]]"
10012,18115,Có tí tiền lo mà bổ túc lại cái não đi,1.0,8103,"[[0, 34]]"
10013,18117,Chuì lol là chui gi vaÿ?,1.0,8104,"[[0, 7]]"
10014,18119,I love you to ca mo,0.0,8105,[]
10015,18121,nên xem từ phút 7:00,0.0,8106,[]
10016,18123,Mé cười ỉa😁😁😁😁😁,0.0,8107,[]
10017,18125,Người Cao Bằng đẹp trai là thế đấy các bạn ạ 😆,0.0,8108,[]
10018,18127,Ở một diễn biến khác =)),0.0,8109,[]
10019,18129,Sau đó anh tôi chạy thẳng vào kho lấy ra cái búa từ đó đéo thấy anh tôi stream củ cặc gì nữa =)),1.0,8110,"[[55, 57], [79, 84]]"
10020,18131,Cái XH chó đàn hút máu.Triệt đường sống dân đen,1.0,8111,"[[0, 2], [7, 21], [23, 46]]"
10021,18133,Sao k xoá thuế cho nông dân.,0.0,8112,[]
10022,18134,Lm ăn thua lỗ tự chịu,0.0,8112,[]
10023,18136,"Thế là tự các ông suy ra chữ thiên đường, tự nhét chữ vào mồm chứ đảng ko nói đúng ko",1.0,8113,"[[45, 60]]"
10024,18138,Anh Trung sonic :)),0.0,8114,[]
10025,18140,Chi ba hột le cũng gia nữa vàng mã âm binh,1.0,8115,"[[7, 13], [30, 46]]"
10026,18142,Cá thấy người lặn đó mấy bác ;)),0.0,8116,[]
10027,18144,"đem bom mà rải thảm cho rồi chứ bọn này nát lắm rồi, nó có phân biệt được những người phụ nữ như mẹ nó nữa đâu, ái zà",1.0,8117,"[[4, 6], [37, 40], [47, 50], [63, 65], [95, 121]]"
10028,18146,Anh ba sẽ là người có nút bạc nhanh thứ 2 mà đừng lo aba ơi,0.0,8118,[]
10029,18148,thằng ad thích thì thử ra cứu đi dm ở đây mà nhìn nhìn .nhìn cái cmm ấy :3 làm như dễ lắm .,1.0,8119,"[[0, 4], [33, 34], [65, 67]]"
10030,18149,bây giờ mày có cơm ăn nước uống mà ko bị dí súng vào đầu như bên trung đông là nhờ ai hả thằng này ?,1.0,8119,"[[8, 10], [38, 74], [89, 97]]"
10031,18150,sủa như 1 con chó dại,1.0,8119,"[[0, 20]]"
10032,18152,Nghe đệ nhất danh hài TD cũng đỡ buồn.,0.0,8120,[]
10033,18154,Con này cũng xàm lồn lên chửi qua chửi lại chủ yếu nó ăn tiền nhà mạng .,1.0,8121,"[[0, 2], [13, 19], [25, 41], [51, 52]]"
10034,18155,Con khùng thúi,1.0,8121,"[[0, 13]]"
10035,18157,Bọn 3/// tuột quần và bọn CCCĐ lúc này chui đi đâu mất mà kg nghe thấy chúng sủa vậy anh Vũ Hoàng Lân?,1.0,8122,"[[0, 17], [22, 24], [39, 42], [71, 75], [77, 79]]"
10036,18158,Hay là chúa rước bọn chúng xuống địa ngục hết rồi?,1.0,8122,"[[17, 25], [33, 40]]"
10037,18160,Siêu lạm phát,0.0,8123,[]
10038,18162,Làm ngày đc nhiêu tiền Ad.ahihi,0.0,8124,[]
10039,18164,Hoang Vo hay,0.0,8125,[]
10040,18166,Thế lúc nta nó cắm nhà vay ngân hàng để mở bạn có chịu hộ đồng lãi nào ko,0.0,8126,[]
10041,18168,Tập này thấy hay nhất trong tất cả các tập come out 😆🤣 Lisà Cai Lậy xinh quá đi,0.0,8127,[]
10042,18170,Huhu toang,1.0,8128,"[[5, 9]]"
10043,18172,Ai nhập mẻ dậy trời .,0.0,8129,[]
10044,18173,hôm nay mới xem đồ bại hoại he.,0.0,8129,[]
10045,18175,Nguyễn Ngọc Uyên Hay bây giờ tôi với bạn đi làm ở cty này rồi nghỉ nhưng vẫn nhận tiền nhỉ :)),0.0,8130,[]
10046,18177,Thầy nhớ chụp ảnh cùng giang cốt nhé!,0.0,8131,[]
10047,18178,Em có gặp và giới thiệu về thầy giáo án susan đó 😂,0.0,8131,[]
10048,18180,Dkm chửi hay lắm.,1.0,8132,"[[0, 2], [4, 7]]"
10049,18181,Chửi hay lắm,1.0,8132,"[[0, 3]]"
10050,18183,Cực kỳ thuyết phục !,0.0,8133,[]
10051,18185,K thích nghe rap nhưng cũng thấy hài,0.0,8134,[]
10052,18187,Ơ hihi,0.0,8135,[]
10053,18189,HÌNH NHƯ THIẾU 4X :3,0.0,8136,[]
10054,18191,Đừng có mà tiếp tay cho gian thương đầu cơ tích trữ,0.0,8137,[]
10055,18193,Bọn cặn bả xã hội,1.0,8138,"[[0, 9]]"
10056,18195,Sao ko họp từ sáng đi mà lại họp chiều vậy.,0.0,8139,[]
10057,18196,Bộ muốn họp chiều để dc nghĩ sớm hé,0.0,8139,[]
10058,18198,ủa ngồi live huh,0.0,8140,[]
10059,18200,😂😂😂🙏,0.0,8141,[]
10060,18202,Nguyễn Thuận k hay thì bảo k hay?,0.0,8142,[]
10061,18203,Căng clgb,1.0,8142,"[[5, 8]]"
10062,18205,191 tài trợ chương trình này,0.0,8143,[]
10063,18207,học trò lol,1.0,8144,"[[8, 10]]"
10064,18209,Chua thay thang bede nao sau nhu thang quy nay no banh noc,1.0,8145,"[[10, 14], [16, 19], [33, 37], [39, 41], [47, 48]]"
10065,18211,3 pro player phải gánh 1 con gà 1000kg,1.0,8146,"[[25, 37]]"
10066,18213,Tuổi ông mà dính côvi là xong đấy.,0.0,8147,[]
10067,18215,Luke Nguyễn 88 bảng mặt nó ko bằng lông lồn của ngtrinh nữa kk,1.0,8148,"[[15, 42]]"
10068,18217,"học đi, mốt có gộp thành 1 cũng ko bỡ ngỡ =))",0.0,8149,[]
10069,18219,dong quan hêt chô ninh hả,0.0,8150,[]
10070,18221,Con yêu nghiệt ở đâu trồi lên dậy,1.0,8151,"[[0, 13], [21, 24]]"
10071,18223,Đừng quá tin :)),0.0,8152,[]
10072,18225,Đây là cách bạn muốn khoe cả 2 cái quần vừa mới mua 🥴,0.0,8153,[]
10073,18227,35:01:00,0.0,8154,[]
10074,18229,Lâm Đình Khoa hôm qua làm pha 7-2,0.0,8155,[]
10075,18231,Phim xem chán vcc vừa xem vừa ngủ gật.,1.0,8156,"[[14, 16]]"
10076,18232,Thế mà cũng #1 doanh thu mở màn 😞,0.0,8156,[]
10077,18234,"Ad nói đúng,còn những thằng phản bác ở đây toàn là lũ vô học nói làm đéo gì",1.0,8157,"[[26, 31], [61, 71], [83, 86]]"
10078,18236,Nguyen Ngoc Tam gia phú phải không 😂,0.0,8158,[]
10079,18238,con yêu mẹ :x,0.0,8159,[]
10080,18240,Nguyễn Đăng Dự nhục mặt fan mu v bạn,1.0,8160,"[[15, 18]]"
10081,18242,dường như cô không muốn MXH và Fan tung hô cô nữa :(( thấy hơi phũ với fan,0.0,8161,[]
10082,18244,Sao em k thấy hiện fan cứng ?,0.0,8162,[]
10083,18246,"Thấy thằng nào ở đó hơm?---Cái thằng mới trả đũa cho anh, nó đang ăn bằng máng",1.0,8163,"[[5, 9], [31, 35], [41, 47], [66, 77]]"
10084,18248,Nguyễn Tiến Đạt hình như bạn tôi fan đội này :>,0.0,8164,[]
10085,18250,Chưa thấy cho nghỉ :),0.0,8165,[]
10086,18252,Phạm Anh Thư nhớ homie qué =)))),0.0,8166,[]
10087,18254,Quất chết mẹ nó,1.0,8167,"[[0, 14]]"
10088,18256,Mê cô quá,0.0,8168,[]
10089,18258,3 bài mà cứ từ từ :3,0.0,8169,[]
10090,18260,0:24,0.0,8170,[]
10091,18262,mốt là mỗi xe phải đem theo 1 cái phao phòng trường hợp té ao nhé,0.0,8171,[]
10092,18264,10h lên stream nghe gáy chị em oiiiiiiii,0.0,8172,[]
10093,18266,suc vat nao like 70 thế đm nó.,1.0,8173,"[[0, 6], [24, 28]]"
10094,18267,để 69 like cho bố m nhờ,1.0,8173,"[[15, 18]]"
10095,18269,Góp vui một tí :3,0.0,8174,[]
10096,18271,Sai lầm tuổi trẻ là muốn mình lớn thật nhanh,0.0,8175,[]
10097,18273,"Lúc trc nó lập trang này ra k vấn đề j , mỗi lần nó đăng là cả mấy nghìn lượt like , giờ bạn thấy đấy , theo con đường này giờ nhìn lại nó có 88 cái like , thôi thì mình cũng bố thí cho nó 1 like coi như công pót bài .",1.0,8176,"[[8, 9], [49, 50], [136, 137], [175, 180], [186, 187]]"
10098,18274,Haha,0.0,8176,[]
10099,18276,Rìa lý,0.0,8177,[]
10100,18278,Nhím săn em này :((,0.0,8178,[]
10101,18280,nói dối làm tim tan nats,0.0,8179,[]
10102,18282,"LÚC ĐÓ CHỊ CÔNG ĐỨC VÔ LƯỢNG , TRỜI SẼ PHÙ HỘ CHO CHỊ",0.0,8180,[]
10103,18284,Em yêu anh từ thuở tóc dài,0.0,8181,[]
10104,18286,Chào các anh chị em.,0.0,8182,[]
10105,18287,"Anh chị nào bị hôi miệng, vàng răng, ê buốt răng ,nhiệt miệng ,chảy máu chân răng, nhà có trẻ bị bệnh răng miệng như sâu răng, viêm lợi,nấm lưỡi thì e có CỐT THẢO DƯỢC dùng thay kem đánh răng cho cả nhà kể cả trẻ nhỏ.",0.0,8182,[]
10106,18288,Cam kết hoàn tiền nếu k hiệu quả .ib hoặc gọi 0382840132,0.0,8182,[]
10107,18290,Xã hội bây giờ.công an làm bố đời thiên hạ.chánh án chịt nhau trong cơ quan.dân oan bị cướp đất.đậu xanh rau má.đất nước đáng sống.,1.0,8183,"[[27, 32], [52, 55], [87, 90], [96, 110]]"
10108,18292,Thuỳ Trang :)) thứ điên nó v á mày,1.0,8184,"[[15, 22], [24, 25], [31, 33]]"
